AP_Rnk,PS_Rnk,KP_Rank,TournamentYear,TeamID,TS_Team,Auto_Bid,KP_Conference,TS_GP,STA_W,STA_L,STA_Pct,STA_Conf_W,STA_Conf_L,STA_Conf_Pct,STA_Home_W,STA_Home_L,STA_Away_W,STA_Away_L,STA_Neutral_W,STA_Neutral_L,STA_Top25_W,STA_Top25_L,STA_Conf_PF,STA_Conf_PA,STA_Conf_PPG,STA_Conf_PAPG,STA_PF,STA_PA,STA_PPG,STA_PAPG,TS_FGM,TS_FGA,TS_FG%,TS_3PM,TS_3PA,TS_3P%,TS_FTM,TS_FTA,TS_FT%,KP_Ajusted_Efficiency_Margin,KP_Adjusted_Offensive_Efficiency,KP_AOE_Rk,KP_Adjusted_Defensive_Efficiency,KP_ADE_Rk,KP_Adjusted_Tempo,KP_AT_Rk,KP_Luck,KP_Luck_Rk,KP_Strength_of_Schedule,KP_SOS_Rk,KP_Non-Conference_Strength_of_Schedule,KP_NCSOS_Rk,KP_Average_Opponents_Offensive_Efficiency,KP_AOOE_Rk,KP_Average_Opponents_Defensive_Efficiency,KP_AODE_Rk,Round,Round_Number,Team,Seed,Opponent,OppSeed,PF,PA,WL,Won_Game,OppTeamID,Opp_AP_Rnk,Opp_PS_Rnk,Opp_KP_Rank,Opp_TeamID,Opp_TS_Team,Opp_KP_Conference,Opp_TS_GP,Opp_STA_W,Opp_STA_L,Opp_STA_Pct,Opp_STA_Conf_W,Opp_STA_Conf_L,Opp_STA_Conf_Pct,Opp_STA_Home_W,Opp_STA_Home_L,Opp_STA_Away_W,Opp_STA_Away_L,Opp_STA_Neutral_W,Opp_STA_Neutral_L,Opp_STA_Top25_W,Opp_STA_Top25_L,Opp_STA_Conf_PF,Opp_STA_Conf_PA,Opp_STA_Conf_PPG,Opp_STA_Conf_PAPG,Opp_STA_PF,Opp_STA_PA,Opp_STA_PPG,Opp_STA_PAPG,Opp_TS_FGM,Opp_TS_FGA,Opp_TS_FG%,Opp_TS_3PM,Opp_TS_3PA,Opp_TS_3P%,Opp_TS_FTM,Opp_TS_FTA,Opp_TS_FT%,Opp_KP_Ajusted_Efficiency_Margin,Opp_KP_Adjusted_Offensive_Efficiency,Opp_KP_AOW_Rk,Opp_KP_Adjusted_Defensive_Efficiency,Opp_KP_ADE_Rk,Opp_KP_Adjusted_Tempo,Opp_KP_AT_Rk,Opp_KP_Luck,Opp_KP_Luck_Rk,Opp_KP_Strength_of_Schedule,Opp_KP_SOS_Rk,Opp_KP_Non-Conference_Strength_of_Schedule,Opp_KP_NCSOS_Rk,Opp_KP_Average_Opponents_Offensive_Efficiency,Opp_KP_AOOE_Rk,Opp_KP_Average_Opponents_Defensive_Efficiency,Opp_KP_AODE_Rk,GameID
,,34,2019,296,UCF,0,Amer,31,23,8,0.742,13,5,0.722,15,2,5,5,4,2,2,2,1265,1158,70.3,64.3,2385,2128,72.27272727,64.48484848,765,1652,0.463,211,596,0.354,495,767,0.645,16.51,112.1,44,95.6,33,65,309,0.011,152,4.99,69,-3.71,264,105.9,90,100.9,57,First Round,1,UCF,9,VCU,8,73,58,W,1,187,,,42,187,VCU,A10,32,25,7,0.781,16,2,0.889,16,1,8,4,1,3,0,1,1312,1069,72.9,59.4,2344,2044,71.03030303,61.93939394,801,1811,0.442,229,745,0.307,455,652,0.698,14.89,104.3,177,89.5,7,68.4,136,0.007,164,1.37,105,3.6,67,105.2,120,103.8,123,7
,,106,2019,186,Saint Louis,1,A10,35,23,12,0.657,10,8,0.556,15,2,4,8,4,3,0,3,1207,1187,67.1,65.9,2399,2297,66.63888889,63.80555556,814,1941,0.419,197,630,0.313,467,778,0.6,6.02,102.2,214,96.2,40,66.4,239,0.044,74,0.49,126,-1.44,200,104.4,150,103.9,129,First Round,1,Saint Louis,13,Virginia Tech,4,52,66,L,0,182,16,15,13,182,Virginia Tech,ACC,32,24,8,0.75,12,6,0.667,14,2,5,5,7,2,3,7,1256,1187,69.8,65.9,2574,2172,73.54285714,62.05714286,824,1733,0.475,307,779,0.394,413,545,0.758,24.07,118.1,11,94,20,63.7,334,-0.005,195,8.47,47,-6.26,325,108.3,49,99.9,42,9
,,42,2019,187,VCU,0,A10,32,25,7,0.781,16,2,0.889,16,1,8,4,1,3,0,1,1312,1069,72.9,59.4,2344,2044,71.03030303,61.93939394,801,1811,0.442,229,745,0.307,455,652,0.698,14.89,104.3,177,89.5,7,68.4,136,0.007,164,1.37,105,3.6,67,105.2,120,103.8,123,First Round,1,VCU,8,UCF,9,58,73,L,0,296,,,34,296,UCF,Amer,31,23,8,0.742,13,5,0.722,15,2,5,5,4,2,2,2,1265,1158,70.3,64.3,2385,2128,72.27272727,64.48484848,765,1652,0.463,211,596,0.354,495,767,0.645,16.51,112.1,44,95.6,33,65,309,0.011,152,4.99,69,-3.71,264,105.9,90,100.9,57,7
3,8,7,2019,281,North Carolina,0,ACC,33,27,6,0.818,16,2,0.889,14,2,11,1,4,4,8,5,1510,1313,83.9,72.9,3089,2636,85.80555556,73.22222222,1023,2207,0.464,289,791,0.365,505,681,0.742,27.69,119.7,8,92,15,74.3,6,0.024,116,12.6,8,5.69,28,110.7,2,98.1,15,First Round,1,North Carolina,1,Iona,16,88,73,W,1,351,,,198,351,Iona,MAAC,32,17,15,0.531,12,6,0.667,8,3,5,9,4,4,0,1,1402,1309,77.9,72.7,2532,2508,76.72727273,76,835,1842,0.453,282,804,0.351,507,684,0.741,-2.88,106.9,129,109.7,276,70.6,51,-0.024,245,-6.27,290,0.44,144,100.5,314,106.8,251,10
1,4,4,2019,27,Duke,1,ACC,34,29,5,0.853,14,4,0.778,15,2,7,2,10,2,10,5,1640,1407,82,70.4,3143,2576,82.71052632,67.78947368,1037,2173,0.477,247,818,0.302,518,751,0.69,30.62,120,7,89.3,6,72.1,20,0.018,134,12.85,7,5.08,40,110.7,4,97.8,11,First Round,1,Duke,1,North Dakota St.,16,85,62,W,1,96,,,202,96,North Dakota State,Sum,33,18,15,0.545,9,7,0.563,10,3,4,9,5,4,0,2,1167,1170,72.9,73.1,2556,2541,73.02857143,72.6,828,1816,0.456,315,861,0.366,445,575,0.774,-3.2,107.4,117,110.6,292,65,312,0.064,34,-2.85,217,3.23,84,104.8,138,107.6,292,13
10,17,14,2019,193,Florida State,0,ACC,34,27,7,0.794,13,5,0.722,15,1,6,4,8,3,6,5,1293,1198,71.8,66.6,2771,2485,74.89189189,67.16216216,879,1984,0.443,255,760,0.336,534,721,0.741,22.39,112.8,36,90.4,10,68.6,121,0.046,70,10.46,30,0.93,128,109.8,20,99.3,33,First Round,1,Florida St.,4,Vermont,13,76,69,W,1,168,,,76,168,Vermont,AE,33,26,6,0.788,14,2,0.875,16,2,11,4,0,1,0,2,1151,928,71.9,58,2508,2143,73.76470588,63.02941176,841,1834,0.459,257,729,0.353,500,665,0.752,8.86,108.5,97,99.6,88,65.5,285,0.043,77,-5.55,281,3.2,85,100.7,311,106.2,221,1
,,23,2019,134,Louisville,0,ACC,33,20,13,0.606,10,8,0.556,14,4,5,6,1,4,4,8,1294,1209,71.9,67.2,2536,2324,74.58823529,68.35294118,828,1908,0.434,285,834,0.342,519,670,0.775,19.35,113.7,28,94.4,24,67.2,199,-0.06,309,11.95,16,5.36,32,110.4,10,98.4,19,First Round,1,Louisville,7,Minnesota,10,76,86,L,0,181,,,46,181,Minnesota,B10,34,21,13,0.618,9,11,0.45,13,3,2,9,7,2,5,9,1359,1399,68,70,2543,2498,70.63888889,69.38888889,840,1922,0.437,178,554,0.321,549,808,0.679,14.35,111.4,52,97,48,67.4,186,0.086,15,12.18,12,-2.91,244,110.2,15,98,13,18
16,15,13,2019,182,Virginia Tech,0,ACC,32,24,8,0.75,12,6,0.667,14,2,5,5,7,2,3,7,1256,1187,69.8,65.9,2574,2172,73.54285714,62.05714286,824,1733,0.475,307,779,0.394,413,545,0.758,24.07,118.1,11,94,20,63.7,334,-0.005,195,8.47,47,-6.26,325,108.3,49,99.9,42,First Round,1,Virginia Tech,4,Saint Louis,13,66,52,W,1,186,,,106,186,Saint Louis,A10,35,23,12,0.657,10,8,0.556,15,2,4,8,4,3,0,3,1207,1187,67.1,65.9,2399,2297,66.63888889,63.80555556,814,1941,0.419,197,630,0.313,467,778,0.6,6.02,102.2,214,96.2,40,66.4,239,0.044,74,0.49,126,-1.44,200,104.4,150,103.9,129,9
,16,39,2019,155,Syracuse,0,ACC,33,20,13,0.606,10,8,0.556,13,6,6,4,1,4,3,8,1225,1226,68.1,68.1,2370,2246,69.70588235,66.05882353,787,1856,0.424,262,795,0.33,465,683,0.681,15.13,110.5,59,95.3,30,66.1,257,-0.004,188,9.4,38,0.17,156,108.6,46,99.2,31,First Round,1,Syracuse,8,Baylor,9,69,78,L,0,298,,,35,298,Baylor,B12,32,19,13,0.594,10,8,0.556,13,5,5,6,2,3,3,5,1308,1274,72.7,70.8,2442,2302,71.82352941,67.70588235,816,1854,0.44,254,748,0.34,407,604,0.674,16.48,115.3,20,98.8,75,65.2,297,-0.029,255,10.49,28,-4.04,276,108.8,43,98.3,18,20
2,5,1,2019,349,Virginia,0,ACC,32,29,3,0.906,16,2,0.889,15,1,10,1,10,1,11,3,1268,1020,70.4,56.7,2714,2132,71.42105263,56.10526316,820,1715,0.478,271,663,0.409,388,520,0.746,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,-3.24,255,109.2,34,98.1,14,First Round,1,Virginia,1,Gardner-Webb,16,71,56,W,1,289,,,163,289,Gardner-Webb,BSth,34,23,11,0.676,10,6,0.625,13,0,8,9,2,3,0,2,1262,1244,74.2,73.2,2718,2468,77.65714286,70.51428571,933,1912,0.488,272,696,0.391,524,737,0.711,-0.04,107.8,109,107.8,245,67.4,189,0.07,29,-3.55,239,-4.07,278,103.2,210,106.8,248,21
,,58,2019,198,Liberty,1,ASun,34,28,6,0.824,14,2,0.875,16,1,11,3,2,3,0,1,1118,958,69.9,59.9,2654,2209,73.72222222,61.36111111,921,1878,0.49,300,817,0.367,374,485,0.771,11.54,111.1,54,99.6,87,62.3,349,0.009,158,-3.27,230,-3.2,252,102.5,245,105.8,203,First Round,1,Liberty,12,Mississippi St.,5,80,76,W,1,230,,18,21,230,Mississippi State,SEC,33,23,10,0.697,10,8,0.556,14,3,5,5,4,3,1,5,1354,1310,75.2,72.8,2628,2394,77.29411765,70.41176471,911,1930,0.472,284,752,0.378,446,624,0.715,20.04,117.7,13,97.6,61,67.8,161,-0.038,270,10.09,34,2.22,100,110.1,17,100,44,27
24,,15,2019,180,Iowa State,1,B12,34,23,11,0.676,9,9,0.5,12,4,5,6,6,2,6,3,1319,1280,73.3,71.1,2692,2385,76.91428571,68.14285714,951,1994,0.477,288,789,0.365,443,605,0.732,22.09,118.9,9,96.8,47,67.7,171,-0.063,316,10.78,23,-1.56,206,109.3,29,98.5,21,First Round,1,Iowa St.,6,Ohio St.,11,59,62,L,0,163,,,44,163,Ohio State,B10,33,19,14,0.576,8,12,0.4,12,6,4,7,4,2,2,9,1291,1354,64.6,67.7,2419,2318,69.11428571,66.22857143,797,1824,0.437,249,725,0.343,455,620,0.734,14.66,109.1,84,94.4,25,65.8,274,0.013,147,11.68,17,-2.95,246,110.4,8,98.8,24,28
17,1,17,2019,169,Kansas,0,B12,34,25,9,0.735,12,6,0.667,17,0,3,8,6,2,8,4,1301,1265,72.3,70.3,2725,2525,75.69444444,70.13888889,928,2008,0.462,246,702,0.35,461,661,0.697,21.57,113.9,27,92.3,17,70.1,66,0.076,26,14.13,1,10.36,4,111.8,1,97.7,8,First Round,1,Kansas,4,Northeastern,13,87,53,W,1,88,,,89,88,Northeastern,CAA,33,23,10,0.697,14,4,0.778,11,2,8,6,4,3,0,2,1416,1248,78.7,69.3,2564,2406,75.41176471,70.76470588,864,1791,0.482,322,830,0.388,461,614,0.751,7.59,111,58,103.4,151,66.2,253,0.05,61,-0.63,157,6.45,23,106.3,78,106.9,259,29
9,,5,2019,242,Texas Tech,0,B12,32,26,6,0.813,14,4,0.778,17,1,6,3,8,3,6,3,1294,1127,71.9,62.6,2765,2261,72.76315789,59.5,837,1775,0.472,232,631,0.368,433,595,0.728,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,-5.39,307,109.8,19,98.7,22,First Round,1,Texas Tech,3,Northern Ky.,14,72,57,W,1,41,,,96,41,Northern Kentucky,Horz,34,26,8,0.765,13,5,0.722,17,1,7,7,2,1,0,1,1436,1274,79.8,70.8,2747,2410,78.48571429,68.85714286,956,1986,0.481,301,823,0.366,477,717,0.665,7.14,109.4,76,102.3,130,68.2,143,-0.001,182,-3.37,234,-2.57,235,103.6,186,107,262,34
,,35,2019,298,Baylor,0,B12,32,19,13,0.594,10,8,0.556,13,5,5,6,2,3,3,5,1308,1274,72.7,70.8,2442,2302,71.82352941,67.70588235,816,1854,0.44,254,748,0.34,407,604,0.674,16.48,115.3,20,98.8,75,65.2,297,-0.029,255,10.49,28,-4.04,276,108.8,43,98.3,18,First Round,1,Baylor,9,Syracuse,8,78,69,W,1,155,,16,39,155,Syracuse,ACC,33,20,13,0.606,10,8,0.556,13,6,6,4,1,4,3,8,1225,1226,68.1,68.1,2370,2246,69.70588235,66.05882353,787,1856,0.424,262,795,0.33,465,683,0.681,15.13,110.5,59,95.3,30,66.1,257,-0.004,188,9.4,38,0.17,156,108.6,46,99.2,31,20
,,32,2019,251,Oklahoma,0,B12,32,19,13,0.594,7,11,0.389,10,4,5,7,5,3,2,7,1201,1263,66.7,70.2,2423,2318,71.26470588,68.17647059,830,1864,0.445,212,619,0.342,405,586,0.691,16.94,111.1,57,94.1,23,68.6,123,0.023,119,13.27,3,7.44,12,110.3,11,97.1,2,First Round,1,Oklahoma,9,Ole Miss,8,95,72,W,1,306,,,50,306,Ole Miss,SEC,32,20,12,0.625,10,8,0.556,11,5,6,5,3,3,2,4,1330,1310,73.9,72.8,2485,2347,75.3030303,71.12121212,847,1844,0.459,261,729,0.358,458,585,0.783,13.98,113.2,33,99.2,80,68.5,131,-0.007,203,8.69,43,-1.11,191,109.1,38,100.4,49,37
18,12,20,2019,323,Kansas State,0,B12,33,25,8,0.758,14,4,0.778,14,2,7,5,4,2,4,3,1181,1072,65.6,59.6,2236,2025,65.76470588,59.55882353,784,1819,0.431,233,694,0.336,371,559,0.664,20.06,108.4,98,88.4,3,63.4,339,0.049,65,10.22,32,-0.96,186,109.3,31,99.1,29,First Round,1,Kansas St.,4,UC Irvine,13,64,70,L,0,85,,,73,85,UC Irvine,BW,35,30,5,0.857,15,1,0.938,12,2,13,2,6,2,1,0,1195,1010,74.7,63.1,2675,2353,72.2972973,63.59459459,945,2058,0.459,238,660,0.361,423,608,0.696,9.16,107.4,118,98.2,65,65.3,293,0.11,8,-3.28,231,1.25,117,102.5,243,105.8,204,38
,,33,2019,33,Marquette,0,BE,33,24,9,0.727,12,6,0.667,16,3,6,4,2,3,4,1,1361,1286,75.6,71.4,2629,2363,77.32352941,69.5,869,1895,0.459,311,791,0.393,516,680,0.759,16.52,113.2,32,96.7,45,68.8,116,0.01,154,6.77,57,0.29,151,107.4,63,100.7,51,First Round,1,Marquette,5,Murray St.,12,64,83,L,0,72,,,51,72,Murray State,OVC,31,27,4,0.871,16,2,0.889,15,1,10,3,3,1,0,2,1536,1271,85.3,70.6,2727,2255,82.63636364,68.33333333,938,1890,0.496,242,695,0.348,464,629,0.738,13.83,112.5,41,98.6,73,69.4,89,0.054,54,-3.32,233,-1.13,192,103.1,222,106.4,228,39
23,9,30,2019,208,Villanova,1,BE,34,25,9,0.735,13,5,0.722,13,2,5,7,8,1,3,4,1337,1222,74.3,67.9,2654,2425,73.72222222,67.36111111,840,1912,0.439,361,1023,0.353,491,675,0.727,17.33,116.5,16,99.2,81,63.6,335,0.044,73,8,51,3.32,78,108.8,44,100.8,55,First Round,1,Villanova,6,Saint Mary's (CA),11,61,57,W,1,18,,,31,18,Saint Mary's,WCC,33,22,11,0.667,11,5,0.688,14,3,5,5,3,4,1,4,1117,1026,69.8,64.1,2463,2185,72.44117647,64.26470588,876,1850,0.474,245,648,0.378,409,549,0.745,17.31,114.7,23,97.4,55,62.7,348,-0.045,285,3.66,82,-0.9,183,106.6,76,103,100,42
,,60,2019,117,Seton Hall,0,BE,33,20,13,0.606,9,9,0.5,11,4,3,8,6,2,4,4,1309,1318,72.7,73.2,2508,2443,73.76470588,71.85294118,863,1959,0.441,231,714,0.324,483,682,0.708,11.5,109,87,97.5,60,69.1,100,0.023,120,8.54,44,3.58,68,109.2,36,100.7,52,First Round,1,Seton Hall,10,Wofford,7,68,84,L,0,103,19,,18,103,Wofford,SC,33,29,4,0.879,18,0,1,15,1,11,3,4,1,0,4,1499,1195,83.3,66.4,2879,2295,95.96666667,65.57142857,997,2022,0.493,364,874,0.416,381,545,0.699,20.69,118.1,10,97.4,56,65.7,278,0.046,68,1.82,97,8.37,6,106,83,104.2,144,43
,,137,2019,304,Montana,1,BSky,34,26,8,0.765,16,4,0.8,12,2,9,5,5,2,0,1,1592,1395,79.6,69.8,2665,2397,76.14285714,68.48571429,955,1923,0.497,281,739,0.38,419,608,0.689,3.53,107.4,114,103.9,155,66.9,220,0.059,45,-6.07,288,4.03,58,102.4,259,108.4,328,First Round,1,Montana,15,Michigan,2,55,74,L,0,160,8,19,6,160,Michigan,B10,34,28,6,0.824,15,5,0.75,17,1,7,4,6,2,7,4,1370,1225,68.5,61.3,2575,2158,69.59459459,58.32432432,855,1894,0.451,266,757,0.351,357,514,0.695,28.32,114.5,24,86.2,2,64.8,317,-0.001,181,11.27,20,-5.42,309,109.2,35,98,12,44
,,163,2019,289,Gardner-Webb,1,BSth,34,23,11,0.676,10,6,0.625,13,0,8,9,2,3,0,2,1262,1244,74.2,73.2,2718,2468,77.65714286,70.51428571,933,1912,0.488,272,696,0.391,524,737,0.711,-0.04,107.8,109,107.8,245,67.4,189,0.07,29,-3.55,239,-4.07,278,103.2,210,106.8,248,First Round,1,Gardner-Webb,16,Virginia,1,56,71,L,0,349,2,5,1,349,Virginia,ACC,32,29,3,0.906,16,2,0.889,15,1,10,1,10,1,11,3,1268,1020,70.4,56.7,2714,2132,71.42105263,56.10526316,820,1715,0.478,271,663,0.409,388,520,0.746,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,-3.24,255,109.2,34,98.1,14,21
5,10,3,2019,78,Michigan State,1,B10,34,28,6,0.824,16,4,0.8,15,1,8,4,9,2,12,2,1500,1289,75,64.5,3025,2534,77.56410256,64.97435897,922,1889,0.488,273,712,0.383,498,664,0.75,30.81,121,5,90.2,9,66.9,211,0.001,177,13.67,2,3.24,82,110.6,7,96.9,1,First Round,1,Michigan St.,2,Bradley,15,76,65,W,1,90,,,161,90,Bradley,MVC,34,20,14,0.588,9,9,0.5,10,6,5,8,5,1,0,1,1168,1163,64.9,64.6,2329,2285,66.54285714,65.28571429,790,1822,0.434,231,632,0.366,453,654,0.693,0.09,101.5,234,101.4,113,65.3,292,0.035,93,-1.66,183,-3.94,272,102.6,242,104.3,147,45
,,37,2019,50,Iowa,0,B10,33,22,11,0.667,10,10,0.5,14,4,4,6,5,2,5,7,1501,1533,75.1,76.7,2740,2585,78.28571429,73.85714286,862,1894,0.455,267,739,0.361,593,801,0.74,16.02,117.4,15,101.3,111,69.5,84,0.05,63,10.64,26,-6.49,329,108.9,42,98.3,16,First Round,1,Iowa,10,Cincinnati,7,79,72,W,1,166,22,,29,166,Cincinnati,Amer,34,28,6,0.824,14,4,0.778,16,2,7,4,5,1,1,4,1259,1167,69.9,64.8,2510,2194,71.71428571,62.68571429,822,1903,0.432,220,629,0.35,505,719,0.702,17.5,112.3,42,94.8,28,63.4,338,0.05,64,5.12,67,-2.85,243,107.1,66,102,73,6
13,24,9,2019,203,Purdue,0,B10,32,23,9,0.719,16,4,0.8,15,0,6,6,5,4,6,6,1465,1306,73.3,65.3,2760,2421,76.66666667,67.25,857,1920,0.446,311,854,0.364,413,564,0.732,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,4.09,55,110.3,13,97.1,3,First Round,1,Purdue,3,Old Dominion,14,61,48,W,1,275,,,113,275,Old Dominion,CUSA,34,26,8,0.765,13,5,0.722,14,2,8,4,4,3,1,1,1209,1161,67.2,64.5,2300,2128,65.71428571,60.8,805,1959,0.411,258,731,0.353,382,579,0.66,5.45,101.4,238,96,38,64.5,324,0.058,49,-2.15,203,-6.06,322,102.5,244,104.7,165,50
,,46,2019,181,Minnesota,0,B10,34,21,13,0.618,9,11,0.45,13,3,2,9,7,2,5,9,1359,1399,68,70,2543,2498,70.63888889,69.38888889,840,1922,0.437,178,554,0.321,549,808,0.679,14.35,111.4,52,97,48,67.4,186,0.086,15,12.18,12,-2.91,244,110.2,15,98,13,First Round,1,Minnesota,10,Louisville,7,86,76,W,1,134,,,23,134,Louisville,ACC,33,20,13,0.606,10,8,0.556,14,4,5,6,1,4,4,8,1294,1209,71.9,67.2,2536,2324,74.58823529,68.35294118,828,1908,0.434,285,834,0.342,519,670,0.775,19.35,113.7,28,94.4,24,67.2,199,-0.06,309,11.95,16,5.36,32,110.4,10,98.4,19,18
8,19,6,2019,160,Michigan,0,B10,34,28,6,0.824,15,5,0.75,17,1,7,4,6,2,7,4,1370,1225,68.5,61.3,2575,2158,69.59459459,58.32432432,855,1894,0.451,266,757,0.351,357,514,0.695,28.32,114.5,24,86.2,2,64.8,317,-0.001,181,11.27,20,-5.42,309,109.2,35,98,12,First Round,1,Michigan,2,Montana,15,74,55,W,1,304,,,137,304,Montana,BSky,34,26,8,0.765,16,4,0.8,12,2,9,5,5,2,0,1,1592,1395,79.6,69.8,2665,2397,76.14285714,68.48571429,955,1923,0.497,281,739,0.38,419,608,0.689,3.53,107.4,114,103.9,155,66.9,220,0.059,45,-6.07,288,4.03,58,102.4,259,108.4,328,44
,,44,2019,163,Ohio State,0,B10,33,19,14,0.576,8,12,0.4,12,6,4,7,4,2,2,9,1291,1354,64.6,67.7,2419,2318,69.11428571,66.22857143,797,1824,0.437,249,725,0.343,455,620,0.734,14.66,109.1,84,94.4,25,65.8,274,0.013,147,11.68,17,-2.95,246,110.4,8,98.8,24,First Round,1,Ohio St.,11,Iowa St.,6,62,59,W,1,180,24,,15,180,Iowa State,B12,34,23,11,0.676,9,9,0.5,12,4,5,6,6,2,6,3,1319,1280,73.3,71.1,2692,2385,76.91428571,68.14285714,951,1994,0.477,288,789,0.365,443,605,0.732,22.09,118.9,9,96.8,47,67.7,171,-0.063,316,10.78,23,-1.56,206,109.3,29,98.5,21,28
,,24,2019,194,Maryland,0,B10,32,22,10,0.688,13,7,0.65,15,3,6,5,2,3,4,6,1341,1287,67.1,64.4,2429,2228,71.44117647,65.52941176,807,1777,0.454,232,657,0.353,437,584,0.748,19.29,113.4,31,94.1,21,66,264,-0.004,189,10.75,24,-4.92,299,109.8,18,99.1,30,First Round,1,Maryland,6,Belmont,11,79,77,W,1,13,,,49,13,Belmont,OVC,31,26,5,0.839,16,2,0.889,13,1,12,3,2,2,0,0,1605,1312,89.2,72.9,2868,2439,86.90909091,73.90909091,987,1976,0.499,325,871,0.373,411,557,0.738,14.09,115.6,18,101.5,117,71.3,34,0.025,113,-1.98,194,3.78,63,103.6,183,105.6,198,53
21,,16,2019,222,Wisconsin,0,B10,33,23,10,0.688,14,6,0.7,12,3,8,5,3,3,3,5,1305,1206,65.3,60.3,2333,2099,68.61764706,61.73529412,854,1885,0.453,235,642,0.366,336,518,0.649,21.94,110.4,62,88.5,4,63.9,331,-0.018,228,12.97,6,3.14,87,110.3,14,97.3,6,First Round,1,Wisconsin,5,Oregon,12,54,72,L,0,47,,14,28,47,Oregon,P12,35,23,12,0.657,10,8,0.556,13,4,5,7,7,2,2,1,1233,1162,68.5,64.6,2661,2364,70.02631579,62.21052632,886,1971,0.45,266,775,0.343,429,597,0.719,17.86,109.5,74,91.7,13,64.2,328,-0.048,292,5.47,66,0.43,145,107.7,59,102.3,78,54
,,73,2019,85,UC Irvine,1,BW,35,30,5,0.857,15,1,0.938,12,2,13,2,6,2,1,0,1195,1010,74.7,63.1,2675,2353,72.2972973,63.59459459,945,2058,0.459,238,660,0.361,423,608,0.696,9.16,107.4,118,98.2,65,65.3,293,0.11,8,-3.28,231,1.25,117,102.5,243,105.8,204,First Round,1,UC Irvine,13,Kansas St.,4,70,64,W,1,323,18,12,20,323,Kansas State,B12,33,25,8,0.758,14,4,0.778,14,2,7,5,4,2,4,3,1181,1072,65.6,59.6,2236,2025,65.76470588,59.55882353,784,1819,0.431,233,694,0.336,371,559,0.664,20.06,108.4,98,88.4,3,63.4,339,0.049,65,10.22,32,-0.96,186,109.3,31,99.1,29,38
,,89,2019,88,Northeastern,1,CAA,33,23,10,0.697,14,4,0.778,11,2,8,6,4,3,0,2,1416,1248,78.7,69.3,2564,2406,75.41176471,70.76470588,864,1791,0.482,322,830,0.388,461,614,0.751,7.59,111,58,103.4,151,66.2,253,0.05,61,-0.63,157,6.45,23,106.3,78,106.9,259,First Round,1,Northeastern,13,Kansas,4,53,87,L,0,169,17,1,17,169,Kansas,B12,34,25,9,0.735,12,6,0.667,17,0,3,8,6,2,8,4,1301,1265,72.3,70.3,2725,2525,75.69444444,70.13888889,928,2008,0.462,246,702,0.35,461,661,0.697,21.57,113.9,27,92.3,17,70.1,66,0.076,26,14.13,1,10.36,4,111.8,1,97.7,8,29
,,113,2019,275,Old Dominion,1,CUSA,34,26,8,0.765,13,5,0.722,14,2,8,4,4,3,1,1,1209,1161,67.2,64.5,2300,2128,65.71428571,60.8,805,1959,0.411,258,731,0.353,382,579,0.66,5.45,101.4,238,96,38,64.5,324,0.058,49,-2.15,203,-6.06,322,102.5,244,104.7,165,First Round,1,Old Dominion,14,Purdue,3,48,61,L,0,203,13,24,9,203,Purdue,B10,32,23,9,0.719,16,4,0.8,15,0,6,6,5,4,6,6,1465,1306,73.3,65.3,2760,2421,76.66666667,67.25,857,1920,0.446,311,854,0.364,413,564,0.732,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,4.09,55,110.3,13,97.1,3,50
,,96,2019,41,Northern Kentucky,1,Horz,34,26,8,0.765,13,5,0.722,17,1,7,7,2,1,0,1,1436,1274,79.8,70.8,2747,2410,78.48571429,68.85714286,956,1986,0.481,301,823,0.366,477,717,0.665,7.14,109.4,76,102.3,130,68.2,143,-0.001,182,-3.37,234,-2.57,235,103.6,186,107,262,First Round,1,Northern Ky.,14,Texas Tech,3,57,72,L,0,242,9,,5,242,Texas Tech,B12,32,26,6,0.813,14,4,0.778,17,1,6,3,8,3,6,3,1294,1127,71.9,62.6,2765,2261,72.76315789,59.5,837,1775,0.472,232,631,0.368,433,595,0.728,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,-5.39,307,109.8,19,98.7,22,34
,,77,2019,189,Yale,1,Ivy,29,22,7,0.759,10,4,0.714,10,2,8,5,4,1,0,2,1080,983,77.1,70.2,2427,2202,80.9,73.4,834,1687,0.494,217,586,0.37,371,512,0.725,8.79,111.6,51,102.8,141,71,41,0.041,80,-1.1,167,-2.09,222,103,224,104.2,140,First Round,1,Yale,14,LSU,3,74,79,L,0,109,12,23,19,109,LSU,SEC,32,26,6,0.813,16,2,0.889,15,2,9,1,4,4,4,3,1482,1351,82.3,75.1,2815,2558,80.42857143,73.08571429,912,1975,0.462,219,678,0.323,561,744,0.754,20.22,117.7,12,97.5,59,70,67,0.063,36,10.02,35,2.77,92,109.3,30,99.3,32,56
