AP_Rnk,PS_Rnk,KP_Rank,TournamentYear,TeamID,TS_Team,Auto_Bid,KP_Conference,TS_GP,STA_W,STA_L,STA_Pct,STA_Conf_W,STA_Conf_L,STA_Conf_Pct,STA_Home_W,STA_Home_L,STA_Away_W,STA_Away_L,STA_Neutral_W,STA_Neutral_L,STA_Top25_W,STA_Top25_L,STA_Conf_PF,STA_Conf_PA,STA_Conf_PPG,STA_Conf_PAPG,STA_PF,STA_PA,STA_PPG,STA_PAPG,TS_FGM,TS_FGA,TS_FG%,TS_3PM,TS_3PA,TS_3P%,TS_FTM,TS_FTA,TS_FT%,KP_Ajusted_Efficiency_Margin,KP_Adjusted_Offensive_Efficiency,KP_AOE_Rk,KP_Adjusted_Defensive_Efficiency,KP_ADE_Rk,KP_Adjusted_Tempo,KP_AT_Rk,KP_Luck,KP_Luck_Rk,KP_Strength_of_Schedule,KP_SOS_Rk,KP_Non-Conference_Strength_of_Schedule,KP_NCSOS_Rk,KP_Average_Opponents_Offensive_Efficiency,KP_AOOE_Rk,KP_Average_Opponents_Defensive_Efficiency,KP_AODE_Rk,Round,Round_Number,Team,Seed,Opponent,OppSeed,PF,PA,WL,Won_Game,OppTeamID,Opp_AP_Rnk,Opp_PS_Rnk,Opp_KP_Rank,Opp_TeamID,Opp_TS_Team,Opp_KP_Conference,Opp_TS_GP,Opp_STA_W,Opp_STA_L,Opp_STA_Pct,Opp_STA_Conf_W,Opp_STA_Conf_L,Opp_STA_Conf_Pct,Opp_STA_Home_W,Opp_STA_Home_L,Opp_STA_Away_W,Opp_STA_Away_L,Opp_STA_Neutral_W,Opp_STA_Neutral_L,Opp_STA_Top25_W,Opp_STA_Top25_L,Opp_STA_Conf_PF,Opp_STA_Conf_PA,Opp_STA_Conf_PPG,Opp_STA_Conf_PAPG,Opp_STA_PF,Opp_STA_PA,Opp_STA_PPG,Opp_STA_PAPG,Opp_TS_FGM,Opp_TS_FGA,Opp_TS_FG%,Opp_TS_3PM,Opp_TS_3PA,Opp_TS_3P%,Opp_TS_FTM,Opp_TS_FTA,Opp_TS_FT%,Opp_KP_Ajusted_Efficiency_Margin,Opp_KP_Adjusted_Offensive_Efficiency,Opp_KP_AOW_Rk,Opp_KP_Adjusted_Defensive_Efficiency,Opp_KP_ADE_Rk,Opp_KP_Adjusted_Tempo,Opp_KP_AT_Rk,Opp_KP_Luck,Opp_KP_Luck_Rk,Opp_KP_Strength_of_Schedule,Opp_KP_SOS_Rk,Opp_KP_Non-Conference_Strength_of_Schedule,Opp_KP_NCSOS_Rk,Opp_KP_Average_Opponents_Offensive_Efficiency,Opp_KP_AOOE_Rk,Opp_KP_Average_Opponents_Defensive_Efficiency,Opp_KP_AODE_Rk,GameID
,,31,2018,157,Loyola Chicago,1,MVC,33,28,5,0.848,15,3,0.833,14,1,9,4,9,1,4,1,1296,1109,72,61.61111111,2721,2377,71.60526316,62.55263158,869,1714,0.507,246,618,0.398,406,561,0.724,16.39,111.4,63,95,17,65.5,307,0.077,22,2.48,99,-5.47,315,104.8,156,102.3,72,First Round,1,Loyola (IL),11,Miami (FL),6,64,62,W,1,256,22,13,37,256,Miami,ACC,31,22,9,0.71,11,7,0.611,11,3,8,4,3,3,3,4,1328,1319,73.77777778,73.27777778,2361,2173,73.78125,67.90625,850,1832,0.464,243,669,0.363,354,534,0.663,15.43,112.9,53,97.4,48,67,233,0.017,128,8.08,52,-3.82,284,109.1,52,101,42,90
24,,25,2018,69,Nevada,0,MWC,34,27,7,0.794,15,3,0.833,14,1,12,3,3,4,1,1,1522,1346,84.55555556,74.77777778,3055,2703,82.56756757,73.05405405,963,2056,0.468,330,830,0.398,569,762,0.747,18.39,120.2,7,101.8,108,69.4,105,-0.026,255,5.13,74,3.61,67,107,87,101.8,63,First Round,1,Nevada,7,Texas,10,87,83,W,1,320,,,36,320,Texas,B12,33,19,14,0.576,8,10,0.444,13,4,4,7,2,4,5,8,1279,1317,71.05555556,73.16666667,2450,2338,72.05882353,68.76470588,851,1943,0.438,234,742,0.315,431,645,0.668,15.43,109.5,89,94.1,12,65.2,316,-0.03,263,11.77,3,2.05,99,111.4,8,99.6,5,107
,,50,2018,66,San Diego State,1,MWC,32,22,10,0.688,11,7,0.611,13,2,4,7,5,2,3,2,1383,1261,76.83333333,70.05555556,2545,2240,77.12121212,67.87878788,882,1913,0.461,235,693,0.339,481,667,0.721,14.09,110.5,77,96.4,30,68.8,142,-0.032,265,3.46,86,-0.8,177,107.2,80,103.8,96,First Round,1,San Diego St.,11,Houston,6,65,67,L,0,130,21,,18,130,Houston,Amer,33,26,7,0.788,14,4,0.778,15,0,7,5,5,3,3,4,1365,1156,75.83333333,64.22222222,2685,2271,76.71428571,64.88571429,891,1898,0.469,278,714,0.389,440,616,0.714,20.24,114.6,38,94.4,13,68.4,167,-0.015,216,3.9,81,-3.08,254,106.6,95,102.7,75,72
,,62,2018,72,Murray State,1,OVC,31,26,5,0.839,16,2,0.889,14,2,10,3,2,1,0,1,1407,1179,78.16666667,65.5,2515,2117,78.59375,66.15625,849,1752,0.485,264,696,0.379,485,664,0.73,12.19,112.9,54,100.7,93,67.2,222,0,176,-3.56,243,-0.99,185,102.9,253,106.4,222,First Round,1,Murray St.,12,West Virginia,5,68,85,L,0,232,15,11,12,232,West Virginia,B12,34,24,10,0.706,11,7,0.611,14,3,5,5,7,3,5,6,1400,1293,77.77777778,71.83333333,2964,2575,80.10810811,69.59459459,944,2176,0.434,299,847,0.353,520,679,0.766,22.44,119.4,10,96.9,41,69.2,120,-0.014,214,10.59,16,-4.72,299,109.9,38,99.3,2,98
12,3,28,2018,81,Arizona,1,P12,34,27,7,0.794,14,4,0.778,15,1,8,3,4,4,3,1,1429,1302,79.38888889,72.33333333,2818,2509,80.51428571,71.68571429,980,1939,0.505,235,624,0.377,555,730,0.76,17.7,118,15,100.4,83,67.1,224,0.036,88,5.96,68,2.51,86,108.5,65,102.5,73,First Round,1,Arizona,4,Buffalo,13,68,89,L,0,20,,,67,20,Buffalo,MAC,33,25,8,0.758,15,3,0.833,14,1,8,5,5,3,1,3,1586,1362,88.11111111,75.66666667,3047,2742,84.63888889,76.16666667,1045,2206,0.474,329,887,0.371,464,666,0.697,11.53,114.7,34,103.2,135,72.7,16,0.006,158,-0.06,140,3.87,62,105.1,145,105.2,147,130
,,60,2018,119,New Mexico State,1,WAC,34,28,5,0.824,12,2,0.857,14,1,8,3,6,2,1,2,1088,876,77.71,62.57,2572,2183,77.9394,66.1515,939,2042,0.46,249,748,0.333,377,586,0.643,12.92,107.9,116,95,16,68.5,165,0.027,106,-1.4,174,3.7,66,104,193,105.4,157,First Round,1,New Mexico St.,12,Clemson,5,68,79,L,0,299,20,,14,299,Clemson,ACC,32,23,9,0.719,11,7,0.611,15,1,4,6,6,3,4,5,1255,1208,69.72222222,67.11111111,2584,2307,73.82857143,65.91428571,809,1786,0.453,266,726,0.366,461,609,0.757,21.65,114.2,44,92.6,7,66.1,274,-0.009,203,10.22,20,-1.91,214,110.6,26,100.4,23,89
,,97,2018,185,Bucknell,1,Pat,34,25,9,0.735,16,2,0.889,15,1,10,8,0,1,0,2,1438,1196,79.88888889,66.44444444,2837,2559,81.05714286,73.11428571,942,1995,0.472,269,784,0.343,606,844,0.718,7.31,109.5,90,102.2,116,71.4,40,0.006,160,-4.35,268,5.79,31,102.8,260,107.1,264,First Round,1,Bucknell,14,Michigan St.,3,78,82,L,0,78,5,2,6,78,Michigan State,B10,33,29,4,0.879,16,2,0.889,16,1,8,1,6,3,3,2,1377,1191,76.5,66.16666667,2807,2271,80.2,64.88571429,943,1872,0.504,277,671,0.413,509,678,0.751,25.41,119.2,13,93.8,10,67,234,0.038,83,6.64,62,-5.03,303,108.6,63,101.9,65,118
3,17,97,2018,195,Xavier,0,BE,33,28,5,0.848,15,3,0.833,17,1,10,2,2,3,4,2,1491,1415,82.83333,78.61111,2953,2616,84.3714,74.7429,953,1942,0.491,258,699,0.369,617,781,0.79,21.51,120.1,8,98.6,57,70.5,62,0.091,17,9.35,35,1.84,108,109.9,37,100.6,29,First Round,1,Xavier,1,Texas Southern,16,102,83,W,1,273,,,243,273,Texas Southern,SWAC,34,15,19,0.441,12,6,0.667,8,2,5,17,3,1,0,5,1464,1372,81.33333333,76.22222222,2787,2859,77.41666667,79.41666667,878,1989,0.441,266,732,0.363,618,860,0.719,-6.65,104.6,180,111.2,299,71.7,31,-0.01,206,-6.3,304,17.2,1,101,318,107.3,271,133
,,44,2018,220,Arkansas,0,SEC,34,23,11,0.676,10,8,0.556,15,2,3,7,5,3,5,2,1396,1406,77.55555556,78.11111111,2819,2647,80.54285714,75.62857143,985,2063,0.477,265,661,0.401,522,770,0.678,14.69,116.3,20,101.7,106,69.7,91,0.059,56,9.9,25,0.87,141,110.5,28,100.6,27,First Round,1,Arkansas,7,Butler,10,62,79,L,0,167,,,20,167,Butler,BE,33,20,13,0.606,9,9,0.5,14,3,3,7,4,4,1,8,1458,1384,81,76.88888889,2763,2540,78.94285714,72.57142857,964,2041,0.472,270,759,0.356,413,536,0.771,19.05,116.2,22,97.2,45,67.6,207,-0.047,290,11.21,7,0.11,154,112,1,100.8,34,112
19,,23,2018,129,Auburn,0,SEC,32,25,7,0.781,13,5,0.722,15,1,7,4,4,3,2,1,1477,1330,82.05555556,73.88888889,2783,2488,81.85294118,73.17647059,868,1977,0.439,312,852,0.366,620,789,0.786,18.69,115.4,26,96.7,37,72.6,18,0.034,94,7.52,57,-1.86,211,108.8,58,101.3,51,First Round,1,Auburn,4,Col. of Charleston,13,62,58,W,1,136,,,115,136,Charleston,CAA,33,26,7,0.788,14,4,0.778,14,0,8,6,4,2,0,2,1412,1305,78.44444444,72.5,2536,2331,74.58823529,68.55882353,852,1853,0.46,254,698,0.364,520,685,0.759,5.16,108.7,105,103.6,149,64.9,323,0.035,91,-4.06,257,-7.64,337,104.8,153,108.9,332,127
,,57,2018,65,Alabama,0,SEC,34,19,15,0.559,8,10,0.444,12,5,2,8,6,3,6,3,1242,1226,69,68.11111111,2604,2543,72.33333333,70.63888889,860,1877,0.458,217,669,0.324,523,778,0.672,13.41,108.7,106,95.2,20,68.7,151,0.017,130,11.17,8,2.54,84,110.9,19,99.7,7,First Round,1,Alabama,9,Virginia Tech,8,86,83,W,1,182,,,33,182,Virginia Tech,ACC,32,21,11,0.656,10,8,0.556,14,4,6,5,1,3,4,3,1299,1311,72.16666667,72.83333333,2634,2382,79.81818182,72.18181818,901,1811,0.498,280,727,0.385,469,661,0.71,16.03,115.3,28,99.3,70,68.7,147,-0.018,229,7.91,53,-9.76,344,109.2,47,101.3,52,86
,25,29,2018,343,Texas A&M,0,SEC,32,20,12,0.625,9,9,0.5,13,3,4,7,5,3,5,4,1283,1311,71.27777778,72.83333333,2631,2467,75.17142857,70.48571429,887,1942,0.457,211,645,0.327,415,622,0.667,16.96,111.3,66,94.4,14,69.5,101,0.014,140,11.69,4,5.12,37,111.8,2,100.1,15,First Round,1,Texas A&M,7,Providence,10,73,69,W,1,125,,,63,125,Providence,BE,34,21,13,0.618,10,8,0.556,13,4,4,7,4,3,3,5,1310,1342,72.77777778,74.55555556,2575,2544,73.57142857,72.68571429,872,1975,0.442,217,651,0.333,545,775,0.703,12.17,108.9,100,96.7,36,67.1,227,0.074,28,10.58,17,-1.38,193,111.6,4,101.1,45,114
13,,13,2018,318,Tennessee,0,SEC,33,25,8,0.758,13,5,0.722,13,2,8,4,5,3,3,2,1310,1220,72.77777778,67.77777778,2584,2301,73.82857143,65.74285714,810,1835,0.441,249,648,0.384,508,673,0.755,22.27,114.6,36,92.4,6,66,282,0.019,125,11.01,11,7.1,20,111.2,13,100.2,18,First Round,1,Tennessee,3,Wright St.,14,73,47,W,1,3,,,133,3,Wright State,Horz,34,25,9,0.735,14,4,0.778,14,2,8,7,3,1,0,1,1327,1203,73.72222222,66.83333333,2500,2307,71.42857143,65.91428571,854,1959,0.436,233,682,0.342,512,714,0.717,2.89,100.6,249,97.7,51,68.3,176,0.074,27,-3.79,250,2.23,92,102.7,266,106.5,228,128
,,40,2018,315,Missouri,0,SEC,32,20,12,0.625,10,8,0.556,13,3,5,6,2,4,3,2,1259,1252,69.94444444,69.55555556,2399,2246,72.6969697,68.06060606,778,1716,0.453,298,775,0.385,491,667,0.736,14.83,111.9,58,97,43,65.7,296,-0.025,249,9.55,32,1.07,132,109.8,41,100.2,19,First Round,1,Missouri,8,Florida St.,9,54,67,L,0,193,,,27,193,Florida State,ACC,31,20,11,0.645,9,9,0.5,13,2,4,7,6,3,5,5,1440,1450,80,80.555556,2806,2551,80.1714,72.8857,906,1912,0.474,248,706,0.351,473,691,0.685,17.77,114.3,43,96.5,33,71.2,45,-0.029,261,9.27,36,-6.91,330,109.6,45,100.3,20,124
,,82,2018,79,UNC Greensboro,1,SC,34,27,7,0.794,15,3,0.833,16,1,8,6,3,1,0,1,1338,1162,74.33333333,64.55555556,2562,2189,75.35294118,62.54285714,896,2009,0.446,328,917,0.358,378,539,0.701,9.22,104.9,174,95.7,26,65.2,317,-0.024,244,-4.57,280,-3.46,272,103.7,210,108.2,315,First Round,1,UNC Greensboro,13,Gonzaga,4,64,68,L,0,1,8,18,10,1,Gonzaga,WCC,34,30,4,0.882,17,1,0.944,15,1,10,1,7,3,3,2,1456,1128,80.88888889,62.66666667,3091,2505,83.54054054,67.7027027,1049,2085,0.503,309,826,0.374,466,645,0.722,23.03,118.1,14,95.1,18,69.4,107,0.009,153,1.57,108,3.12,78,106.4,102,104.8,128,134
,,112,2018,37,Stephen F. Austin,1,Slnd,34,28,6,0.824,14,4,0.778,16,1,9,5,3,1,0,1,1442,1239,80.11111111,68.83333333,2819,2386,80.54285714,68.17142857,982,2012,0.488,237,637,0.372,558,791,0.705,5.58,104.5,181,99,64,71.1,49,0.031,97,-7.16,319,-2.26,225,100.6,330,107.8,293,First Round,1,Stephen F. Austin,14,Texas Tech,3,60,70,L,0,242,14,,11,242,Texas Tech,B12,33,24,9,0.727,11,7,0.611,17,1,4,6,6,3,8,5,1297,1233,72.05555556,68.5,2759,2397,74.56756757,64.78378378,863,1860,0.464,232,634,0.366,525,749,0.701,22.59,113.3,50,90.8,4,66.7,247,-0.007,195,10.31,19,-5.24,309,110.7,23,100.4,25,102
,,243,2018,273,Texas Southern,1,SWAC,34,15,19,0.441,12,6,0.667,8,2,5,17,3,1,0,5,1464,1372,81.33333333,76.22222222,2787,2859,77.41666667,79.41666667,878,1989,0.441,266,732,0.363,618,860,0.719,-6.65,104.6,180,111.2,299,71.7,31,-0.01,206,-6.3,304,17.2,1,101,318,107.3,271,First Round,1,Texas Southern,16,Xavier,1,83,102,L,0,195,3,17,97,195,Xavier,BE,33,28,5,0.848,15,3,0.833,17,1,10,2,2,3,4,2,1491,1415,82.83333,78.61111,2953,2616,84.3714,74.7429,953,1942,0.491,258,699,0.369,617,781,0.79,21.51,120.1,8,98.6,57,70.5,62,0.091,17,9.35,35,1.84,108,109.9,37,100.6,29,133
,,78,2018,2,South Dakota State,1,Sum,34,28,6,0.824,13,1,0.929,15,0,8,4,5,3,0,3,1187,1047,84.78571429,74.78571429,2958,2599,84.51428571,74.25714286,979,2084,0.47,361,896,0.403,566,745,0.76,10.2,113.8,47,103.6,150,70.5,61,0.097,13,-0.09,141,3.59,68,105.8,113,105.9,188,First Round,1,South Dakota St.,12,Ohio St.,5,73,81,L,0,163,17,,16,163,Ohio State,B10,32,24,8,0.75,15,3,0.833,16,2,6,2,3,5,2,4,1335,1168,74.16666667,64.88888889,2591,2297,76.20588235,67.55882353,894,1842,0.485,216,612,0.353,422,581,0.726,21.16,116,23,94.9,15,67,238,0.02,124,8.75,44,0.26,151,109.8,40,101.1,46,123
,,101,2018,24,Georgia State,1,SB,34,24,10,0.706,12,6,0.667,11,3,9,6,4,2,0,1,1387,1281,77.05555556,71.16666667,2614,2356,74.68571429,67.31428571,891,1924,0.463,307,795,0.386,398,592,0.672,6.92,108.8,102,101.9,110,66.8,246,-0.015,218,-2.51,207,-3.22,263,103.4,229,105.9,186,First Round,1,Georgia St.,15,Cincinnati,2,53,68,L,0,166,6,12,4,166,Cincinnati,Amer,34,30,4,0.882,16,2,0.889,15,1,9,2,7,2,2,4,1294,997,71.88888889,55.38888889,2673,2071,74.25,57.52777778,873,1926,0.453,244,681,0.358,486,706,0.688,26.6,113.4,49,86.8,2,64.5,330,-0.019,230,3.46,87,-4.21,294,106.9,89,103.4,90,73
8,18,10,2018,1,Gonzaga,1,WCC,34,30,4,0.882,17,1,0.944,15,1,10,1,7,3,3,2,1456,1128,80.88888889,62.66666667,3091,2505,83.54054054,67.7027027,1049,2085,0.503,309,826,0.374,466,645,0.722,23.03,118.1,14,95.1,18,69.4,107,0.009,153,1.57,108,3.12,78,106.4,102,104.8,128,First Round,1,Gonzaga,4,UNC Greensboro,13,68,64,W,1,79,,,82,79,UNC Greensboro,SC,34,27,7,0.794,15,3,0.833,16,1,8,6,3,1,0,1,1338,1162,74.33333333,64.55555556,2562,2189,75.35294118,62.54285714,896,2009,0.446,328,917,0.358,378,539,0.701,9.22,104.9,174,95.7,26,65.2,317,-0.024,244,-4.57,280,-3.46,272,103.7,210,108.2,315,134
11,,12,2019,130,Houston,0,Amer,34,31,3,0.912,16,2,0.889,19,1,10,1,4,2,3,2,1401,1155,77.8,64.2,2787,2258,75.32432432,61.02702703,883,1968,0.449,305,838,0.364,443,629,0.704,24.13,115.3,19,91.2,11,66.1,260,0.039,86,4.45,76,-4.16,283,105.7,92,101.3,62,Second Round,2,Houston,3,Ohio St.,11,74,59,W,1,163,,,44,163,Ohio State,B10,33,20,14,0.606,8,12,0.4,12,6,4,7,4,2,2,9,1291,1354,64.6,67.7,2419,2318,69.11428571,66.22857143,797,1824,0.437,249,725,0.343,455,620,0.734,14.66,109.1,84,94.4,25,65.8,274,0.013,147,11.68,17,-2.95,246,110.4,8,98.8,24,4
,,34,2019,296,UCF,0,Amer,31,23,8,0.742,13,5,0.722,15,2,5,5,4,2,2,2,1265,1158,70.3,64.3,2385,2128,72.27272727,64.48484848,765,1652,0.463,211,596,0.354,495,767,0.645,16.51,112.1,44,95.6,33,65,309,0.011,152,4.99,69,-3.71,264,105.9,90,100.9,57,Second Round,2,UCF,9,Duke,1,76,77,L,0,27,1,4,4,27,Duke,ACC,34,29,5,0.853,14,4,0.778,15,2,7,2,10,2,10,5,1640,1407,82,70.4,3143,2576,82.71052632,67.78947368,1037,2173,0.477,247,818,0.302,518,751,0.69,30.62,120,7,89.3,6,72.1,20,0.018,134,12.85,7,5.08,40,110.7,4,97.8,11,8
3,8,7,2019,281,North Carolina,0,ACC,33,27,6,0.818,16,2,0.889,14,2,11,1,4,4,8,5,1510,1313,83.9,72.9,3089,2636,85.80555556,73.22222222,1023,2207,0.464,289,791,0.365,505,681,0.742,27.69,119.7,8,92,15,74.3,6,0.024,116,12.6,8,5.69,28,110.7,2,98.1,15,Second Round,2,North Carolina,1,Washington,9,81,59,W,1,143,,25,48,143,Washington,P12,34,26,8,0.765,15,3,0.833,15,1,7,4,5,4,1,4,1257,1121,69.8,62.3,2511,2331,69.75,64.75,835,1845,0.453,254,734,0.346,450,648,0.694,14.28,107.7,110,93.5,18,66,262,0.088,13,6.06,61,2.73,93,107.6,62,101.5,64,11
1,4,4,2019,27,Duke,1,ACC,34,29,5,0.853,14,4,0.778,15,2,7,2,10,2,10,5,1640,1407,82,70.4,3143,2576,82.71052632,67.78947368,1037,2173,0.477,247,818,0.302,518,751,0.69,30.62,120,7,89.3,6,72.1,20,0.018,134,12.85,7,5.08,40,110.7,4,97.8,11,Second Round,2,Duke,1,UCF,9,77,76,W,1,296,,,34,296,UCF,Amer,31,23,8,0.742,13,5,0.722,15,2,5,5,4,2,2,2,1265,1158,70.3,64.3,2385,2128,72.27272727,64.48484848,765,1652,0.463,211,596,0.354,495,767,0.645,16.51,112.1,44,95.6,33,65,309,0.011,152,4.99,69,-3.71,264,105.9,90,100.9,57,8
10,17,14,2019,193,Florida State,0,ACC,34,27,7,0.794,13,5,0.722,15,1,6,4,8,3,6,5,1293,1198,71.8,66.6,2771,2485,74.89189189,67.16216216,879,1984,0.443,255,760,0.336,534,721,0.741,22.39,112.8,36,90.4,10,68.6,121,0.046,70,10.46,30,0.93,128,109.8,20,99.3,33,Second Round,2,Florida St.,4,Murray St.,12,90,62,W,1,72,,,51,72,Murray State,OVC,31,27,4,0.871,16,2,0.889,15,1,10,3,3,1,0,2,1536,1271,85.3,70.6,2727,2255,82.63636364,68.33333333,938,1890,0.496,242,695,0.348,464,629,0.738,13.83,112.5,41,98.6,73,69.4,89,0.054,54,-3.32,233,-1.13,192,103.1,222,106.4,228,17
16,15,13,2019,182,Virginia Tech,0,ACC,32,24,8,0.75,12,6,0.667,14,2,5,5,7,2,3,7,1256,1187,69.8,65.9,2574,2172,73.54285714,62.05714286,824,1733,0.475,307,779,0.394,413,545,0.758,24.07,118.1,11,94,20,63.7,334,-0.005,195,8.47,47,-6.26,325,108.3,49,99.9,42,Second Round,2,Virginia Tech,4,Liberty,12,67,58,W,1,198,,,58,198,Liberty,ASun,34,28,6,0.824,14,2,0.875,16,1,11,3,2,3,0,1,1118,958,69.9,59.9,2654,2209,73.72222222,61.36111111,921,1878,0.49,300,817,0.367,374,485,0.771,11.54,111.1,54,99.6,87,62.3,349,0.009,158,-3.27,230,-3.2,252,102.5,245,105.8,203,19
2,5,1,2019,349,Virginia,0,ACC,32,29,3,0.906,16,2,0.889,15,1,10,1,10,1,11,3,1268,1020,70.4,56.7,2714,2132,71.42105263,56.10526316,820,1715,0.478,271,663,0.409,388,520,0.746,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,-3.24,255,109.2,34,98.1,14,Second Round,2,Virginia,1,Oklahoma,9,63,51,W,1,251,,,32,251,Oklahoma,B12,32,19,13,0.594,7,11,0.389,10,4,5,7,5,3,2,7,1201,1263,66.7,70.2,2423,2318,71.26470588,68.17647059,830,1864,0.445,212,619,0.342,405,586,0.691,16.94,111.1,57,94.1,23,68.6,123,0.023,119,13.27,3,7.44,12,110.3,11,97.1,2,22
,,58,2019,198,Liberty,1,ASun,34,28,6,0.824,14,2,0.875,16,1,11,3,2,3,0,1,1118,958,69.9,59.9,2654,2209,73.72222222,61.36111111,921,1878,0.49,300,817,0.367,374,485,0.771,11.54,111.1,54,99.6,87,62.3,349,0.009,158,-3.27,230,-3.2,252,102.5,245,105.8,203,Second Round,2,Liberty,12,Virginia Tech,4,58,67,L,0,182,16,15,13,182,Virginia Tech,ACC,32,24,8,0.75,12,6,0.667,14,2,5,5,7,2,3,7,1256,1187,69.8,65.9,2574,2172,73.54285714,62.05714286,824,1733,0.475,307,779,0.394,413,545,0.758,24.07,118.1,11,94,20,63.7,334,-0.005,195,8.47,47,-6.26,325,108.3,49,99.9,42,19
17,1,17,2019,169,Kansas,0,B12,34,25,9,0.735,12,6,0.667,17,0,3,8,6,2,8,4,1301,1265,72.3,70.3,2725,2525,75.69444444,70.13888889,928,2008,0.462,246,702,0.35,461,661,0.697,21.57,113.9,27,92.3,17,70.1,66,0.076,26,14.13,1,10.36,4,111.8,1,97.7,8,Second Round,2,Kansas,4,Auburn,5,75,89,L,0,129,14,11,11,129,Auburn,SEC,35,26,9,0.743,11,7,0.611,15,2,4,6,11,2,6,6,1375,1285,76.4,71.4,3188,2750,79.7,68.75,930,2071,0.449,381,1012,0.376,460,648,0.71,25,120.9,6,95.9,36,67.9,155,0.008,162,12.23,11,2.63,96,110.7,3,98.5,20,30
9,,5,2019,242,Texas Tech,0,B12,32,26,6,0.813,14,4,0.778,17,1,6,3,8,3,6,3,1294,1127,71.9,62.6,2765,2261,72.76315789,59.5,837,1775,0.472,232,631,0.368,433,595,0.728,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,-5.39,307,109.8,19,98.7,22,Second Round,2,Texas Tech,3,Buffalo,6,78,58,W,1,20,15,,22,20,Buffalo,MAC,34,31,3,0.912,16,2,0.889,14,0,12,3,6,1,1,2,1539,1290,85.5,71.7,3037,2550,84.36111111,70.83333333,1033,2234,0.462,325,969,0.335,497,719,0.691,19.85,115.2,21,95.4,31,73.6,11,0.056,50,3.14,89,1.15,121,105.5,100,102.4,82,35
,,35,2019,298,Baylor,0,B12,32,19,13,0.594,10,8,0.556,13,5,5,6,2,3,3,5,1308,1274,72.7,70.8,2442,2302,71.82352941,67.70588235,816,1854,0.44,254,748,0.34,407,604,0.674,16.48,115.3,20,98.8,75,65.2,297,-0.029,255,10.49,28,-4.04,276,108.8,43,98.3,18,Second Round,2,Baylor,9,Gonzaga,1,71,83,L,0,1,4,3,2,1,Gonzaga,WCC,33,30,3,0.909,16,0,1,17,0,9,1,7,3,2,3,1379,947,86.2,59.2,3243,2400,87.64864865,64.86486486,1062,1997,0.532,257,704,0.365,551,718,0.767,32.85,124.5,1,91.6,12,70.2,62,-0.001,180,4.46,75,1.87,105,106.9,69,102.5,87,36
,,32,2019,251,Oklahoma,0,B12,32,19,13,0.594,7,11,0.389,10,4,5,7,5,3,2,7,1201,1263,66.7,70.2,2423,2318,71.26470588,68.17647059,830,1864,0.445,212,619,0.342,405,586,0.691,16.94,111.1,57,94.1,23,68.6,123,0.023,119,13.27,3,7.44,12,110.3,11,97.1,2,Second Round,2,Oklahoma,9,Virginia,1,51,63,L,0,349,2,5,1,349,Virginia,ACC,32,29,3,0.906,16,2,0.889,15,1,10,1,10,1,11,3,1268,1020,70.4,56.7,2714,2132,71.42105263,56.10526316,820,1715,0.478,271,663,0.409,388,520,0.746,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,-3.24,255,109.2,34,98.1,14,22
23,9,30,2019,208,Villanova,1,BE,34,25,9,0.735,13,5,0.722,13,2,5,7,8,1,3,4,1337,1222,74.3,67.9,2654,2425,73.72222222,67.36111111,840,1912,0.439,361,1023,0.353,491,675,0.727,17.33,116.5,16,99.2,81,63.6,335,0.044,73,8,51,3.32,78,108.8,44,100.8,55,Second Round,2,Villanova,6,Purdue,3,61,87,L,0,203,13,24,9,203,Purdue,B10,32,23,9,0.719,16,4,0.8,15,0,6,6,5,4,6,6,1465,1306,73.3,65.3,2760,2421,76.66666667,67.25,857,1920,0.446,311,854,0.364,413,564,0.732,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,4.09,55,110.3,13,97.1,3,41
5,10,3,2019,78,Michigan State,1,B10,34,28,6,0.824,16,4,0.8,15,1,8,4,9,2,12,2,1500,1289,75,64.5,3025,2534,77.56410256,64.97435897,922,1889,0.488,273,712,0.383,498,664,0.75,30.81,121,5,90.2,9,66.9,211,0.001,177,13.67,2,3.24,82,110.6,7,96.9,1,Second Round,2,Michigan St.,2,Minnesota,10,70,50,W,1,181,,,46,181,Minnesota,B10,34,21,13,0.618,9,11,0.45,13,3,2,9,7,2,5,9,1359,1399,68,70,2543,2498,70.63888889,69.38888889,840,1922,0.437,178,554,0.321,549,808,0.679,14.35,111.4,52,97,48,67.4,186,0.086,15,12.18,12,-2.91,244,110.2,15,98,13,46
